date,value
2016-11-30,1.0574218877648136
2016-12-31,1.0532257691625722
2017-01-31,1.049054577997572
2017-02-28,1.0448833868325715
2017-03-31,1.0407246469844817
2017-04-30,1.0396880686508316
2017-05-31,1.0396880686508316
2017-06-30,1.0417591604210525
2017-07-31,1.0376128553049488
2017-08-31,1.0324247910284239
2017-09-30,1.0293336988397161
2017-10-31,1.0272832333041788
2017-11-30,1.025236852361342
2017-12-31,1.025236852361342
2018-01-31,1.0221794860024114
2018-02-28,1.0221794860024116
2018-03-31,1.024221802657761
2018-04-30,1.0252429609854359
2018-05-31,1.0252429609854359
2018-06-30,1.024223832793601
2018-07-31,1.026270234057924
2018-08-31,1.0314273709124864
2018-09-30,1.034524750404716
2018-10-31,1.0365896700662023
2018-11-30,1.039693231952628
2018-12-31,1.043835436063993
2019-01-31,1.0511204291372216
2019-02-28,1.0532184739059585
2019-03-31,1.0532184739059585
2019-04-30,1.0521694515215898
2019-05-31,1.0511214739802337
2019-06-30,1.0458920139106804
2019-07-31,1.0448492501879383
2019-08-31,1.0427595516875625
2019-09-30,1.0385968389063747
2019-10-31,1.03549346189769
2019-11-30,1.033432778391426
2019-12-31,1.0293318546676506
2020-01-31,1.0232170119666546
2020-02-29,1.0221978715164886
2020-03-31,1.0252552928669867
2020-04-30,1.0303662365004214
2020-05-31,1.0303662365004216
2020-06-30,1.0324269689734225
2020-07-31,1.0344877014464233
2020-08-31,1.0365608230926084
2020-09-30,1.0375994611919
2020-10-31,1.0407091498867806
2020-11-30,1.0448595353299985
2020-12-31,1.0490223223233452
2021-01-31,1.052156851174909
2021-02-28,1.0574019002834583
2021-03-31,1.0584529956117719
2021-04-30,1.0563528904617485
2021-05-31,1.0605656637038694
2021-06-30,1.065857907534727
2021-07-31,1.0647962960730388
2021-08-31,1.0669258886651851
2021-09-30,1.0744018458430191
2021-10-31,1.0818926953658288
2021-11-30,1.0851158116380208
2021-12-31,1.0851158116380208
2022-01-31,1.088348530044092
2022-02-28,1.092667373417283
2022-03-31,1.1675373324697083
2022-04-30,1.1791430713610573
2022-05-31,1.1721173926836326
2022-06-30,1.1604776966291772
2022-07-31,1.1523786498929818
2022-08-31,1.1443281004426316
2022-09-30,1.1386405850328767
2022-10-31,1.1285043186972725
2022-11-30,1.1218003326456054
2022-12-31,1.1218003326456054
2023-01-31,1.1195789458482874
2023-02-28,1.1118348227050678
2023-03-31,1.0374369535277772
2023-04-30,1.025183761163276
2023-05-31,1.0272320803663992
2023-06-30,1.034444341713004
2023-07-31,1.0448303290796004
2023-08-31,1.053230974941547
2023-09-30,1.0616484053107105
2023-10-31,1.0680055813904152
2023-11-30,1.075451835443934
2023-12-31,1.0743849189405175
2024-01-31,1.0754507769950221
2024-02-29,1.0775909775462562
2024-03-31,1.0775909775462562
2024-04-30,1.0786642753326567
2024-05-31,1.0829660271784503
2024-06-30,1.0851233300214354
2024-07-31,1.0905165871288975
2024-08-31,1.0894293323062367
2024-09-30,1.0851104846063109
2024-10-31,1.0851104846063109
2024-11-30,1.0883303970235405
2024-12-31,1.0948149872739288
2025-01-31,1.0980701358981326
2025-02-28,1.099160572974496
2025-03-31,1.1024449173160533
2025-04-30,1.1013479571993212
2025-05-31,1.0980668808620837
2025-06-30,1.0937008097652166
2025-07-31,1.0882918047713233
2025-08-31,1.0817750873774832
2025-09-30,1.0796223011339459
